university_id,university,country_code,field_category,field_category_en,field_category_it,source
781,Pädagogische Hochschule Heidelberg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,ICT,Computer Science & IT,Informatica e IT,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,LAW,Law,Giurisprudenza,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,MED,Medicine & Health,Medicina e Salute,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
782,Philosophisch-Theologische Hochschule SVD Sankt Augustin,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
783,Pädagogische Hochschule Karlsruhe,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
783,Pädagogische Hochschule Karlsruhe,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
783,Pädagogische Hochschule Karlsruhe,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
783,Pädagogische Hochschule Karlsruhe,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
783,Pädagogische Hochschule Karlsruhe,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
783,Pädagogische Hochschule Karlsruhe,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
783,Pädagogische Hochschule Karlsruhe,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
783,Pädagogische Hochschule Karlsruhe,DE,ICT,Computer Science & IT,Informatica e IT,ETER
783,Pädagogische Hochschule Karlsruhe,DE,LAW,Law,Giurisprudenza,ETER
783,Pädagogische Hochschule Karlsruhe,DE,MED,Medicine & Health,Medicina e Salute,ETER
783,Pädagogische Hochschule Karlsruhe,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
783,Pädagogische Hochschule Karlsruhe,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
784,Pädagogische Hochschule Ludwigsburg,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
784,Pädagogische Hochschule Ludwigsburg,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
784,Pädagogische Hochschule Ludwigsburg,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
784,Pädagogische Hochschule Ludwigsburg,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
784,Pädagogische Hochschule Ludwigsburg,DE,ICT,Computer Science & IT,Informatica e IT,ETER
784,Pädagogische Hochschule Ludwigsburg,DE,LAW,Law,Giurisprudenza,ETER
784,Pädagogische Hochschule Ludwigsburg,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
784,Pädagogische Hochschule Ludwigsburg,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
785,Pädagogische Hochschule Weingarten,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
785,Pädagogische Hochschule Weingarten,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
785,Pädagogische Hochschule Weingarten,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
785,Pädagogische Hochschule Weingarten,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
785,Pädagogische Hochschule Weingarten,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
785,Pädagogische Hochschule Weingarten,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
785,Pädagogische Hochschule Weingarten,DE,ICT,Computer Science & IT,Informatica e IT,ETER
785,Pädagogische Hochschule Weingarten,DE,LAW,Law,Giurisprudenza,ETER
785,Pädagogische Hochschule Weingarten,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
785,Pädagogische Hochschule Weingarten,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
786,Popakademie Baden-Württemberg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
787,Private FernFachhochschule Darmstadt,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
788,Philosophisch-Theologische Hochschule der Salesianer Don Boscos,DE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
789,Philosophisch-Theologische Hochschule Münster,DE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
790,Philosophisch-Theologische Hochschule Vallendar der Gesellschaft des Katholischen Apostolates (Pallottiner),DE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
791,"Evangelische Fachhochschule für Sozialpädagogik der ""Diakonenanstalt des Rauhen Hauses"" Hamburg",DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
792,Rheinische Fachhochschule Köln,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
793,Ruhr-Universität Bochum,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
793,Ruhr-Universität Bochum,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
793,Ruhr-Universität Bochum,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
793,Ruhr-Universität Bochum,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
793,Ruhr-Universität Bochum,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
793,Ruhr-Universität Bochum,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
793,Ruhr-Universität Bochum,DE,ICT,Computer Science & IT,Informatica e IT,ETER
793,Ruhr-Universität Bochum,DE,LAW,Law,Giurisprudenza,ETER
793,Ruhr-Universität Bochum,DE,MED,Medicine & Health,Medicina e Salute,ETER
793,Ruhr-Universität Bochum,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
793,Ruhr-Universität Bochum,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
794,Rheinisch Westfälische Technische Hochschule Aachen,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
795,Lutherische Theologische Hochschule Oberursel,DE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
796,Gustav-Siewerth-Akademie,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
797,"Schiller International University, Heidelberg",DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
798,SRH University of Applied Sciences,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
799,Philosophisch-Theologische Hochschule Sankt Georgen,DE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
800,Steinbeis-Hochschule-Berlin,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
800,Steinbeis-Hochschule-Berlin,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
800,Steinbeis-Hochschule-Berlin,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
800,Steinbeis-Hochschule-Berlin,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
800,Steinbeis-Hochschule-Berlin,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
800,Steinbeis-Hochschule-Berlin,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
800,Steinbeis-Hochschule-Berlin,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
800,Steinbeis-Hochschule-Berlin,DE,ICT,Computer Science & IT,Informatica e IT,ETER
800,Steinbeis-Hochschule-Berlin,DE,LAW,Law,Giurisprudenza,ETER
800,Steinbeis-Hochschule-Berlin,DE,MED,Medicine & Health,Medicina e Salute,ETER
800,Steinbeis-Hochschule-Berlin,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
800,Steinbeis-Hochschule-Berlin,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
801,Technische Fachhochschule Berlin,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
801,Technische Fachhochschule Berlin,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
801,Technische Fachhochschule Berlin,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
801,Technische Fachhochschule Berlin,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
801,Technische Fachhochschule Berlin,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
801,Technische Fachhochschule Berlin,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
801,Technische Fachhochschule Berlin,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
801,Technische Fachhochschule Berlin,DE,ICT,Computer Science & IT,Informatica e IT,ETER
801,Technische Fachhochschule Berlin,DE,LAW,Law,Giurisprudenza,ETER
801,Technische Fachhochschule Berlin,DE,MED,Medicine & Health,Medicina e Salute,ETER
801,Technische Fachhochschule Berlin,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
801,Technische Fachhochschule Berlin,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
802,"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum",DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
803,Technische Fachhochschule Wildau,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
804,Theologische Hochschule Friedensau,DE,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,name-heuristic
805,Tierärztliche Hochschule Hannover,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
806,Technische Universität Berlin,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
806,Technische Universität Berlin,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
806,Technische Universität Berlin,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
806,Technische Universität Berlin,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
806,Technische Universität Berlin,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
806,Technische Universität Berlin,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
806,Technische Universität Berlin,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
806,Technische Universität Berlin,DE,ICT,Computer Science & IT,Informatica e IT,ETER
806,Technische Universität Berlin,DE,LAW,Law,Giurisprudenza,ETER
806,Technische Universität Berlin,DE,MED,Medicine & Health,Medicina e Salute,ETER
806,Technische Universität Berlin,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
806,Technische Universität Berlin,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
807,Technische Universität Carolo-Wilhelmina zu Braunschweig,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
808,Technische Universität Chemnitz,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
808,Technische Universität Chemnitz,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
808,Technische Universität Chemnitz,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
808,Technische Universität Chemnitz,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
808,Technische Universität Chemnitz,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
808,Technische Universität Chemnitz,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
808,Technische Universität Chemnitz,DE,ICT,Computer Science & IT,Informatica e IT,ETER
808,Technische Universität Chemnitz,DE,LAW,Law,Giurisprudenza,ETER
808,Technische Universität Chemnitz,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
808,Technische Universität Chemnitz,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
809,Technische Universität Clausthal,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
810,Brandenburgische Technische Universität Cottbus,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
811,Technische Universität Darmstadt,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
812,Technische Universität Dresden,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
812,Technische Universität Dresden,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
812,Technische Universität Dresden,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
812,Technische Universität Dresden,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
812,Technische Universität Dresden,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
812,Technische Universität Dresden,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
812,Technische Universität Dresden,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
812,Technische Universität Dresden,DE,ICT,Computer Science & IT,Informatica e IT,ETER
812,Technische Universität Dresden,DE,LAW,Law,Giurisprudenza,ETER
812,Technische Universität Dresden,DE,MED,Medicine & Health,Medicina e Salute,ETER
812,Technische Universität Dresden,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
812,Technische Universität Dresden,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
813,Technische Universität Bergakademie Freiberg,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
813,Technische Universität Bergakademie Freiberg,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
813,Technische Universität Bergakademie Freiberg,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
813,Technische Universität Bergakademie Freiberg,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
813,Technische Universität Bergakademie Freiberg,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
813,Technische Universität Bergakademie Freiberg,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
813,Technische Universität Bergakademie Freiberg,DE,ICT,Computer Science & IT,Informatica e IT,ETER
813,Technische Universität Bergakademie Freiberg,DE,LAW,Law,Giurisprudenza,ETER
813,Technische Universität Bergakademie Freiberg,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
814,Technische Universität Hamburg,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
814,Technische Universität Hamburg,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
814,Technische Universität Hamburg,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
814,Technische Universität Hamburg,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
814,Technische Universität Hamburg,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
814,Technische Universität Hamburg,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
814,Technische Universität Hamburg,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
814,Technische Universität Hamburg,DE,ICT,Computer Science & IT,Informatica e IT,ETER
814,Technische Universität Hamburg,DE,LAW,Law,Giurisprudenza,ETER
814,Technische Universität Hamburg,DE,MED,Medicine & Health,Medicina e Salute,ETER
814,Technische Universität Hamburg,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
814,Technische Universität Hamburg,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
815,Technische Universität Ilmenau,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
815,Technische Universität Ilmenau,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
815,Technische Universität Ilmenau,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
815,Technische Universität Ilmenau,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
815,Technische Universität Ilmenau,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
815,Technische Universität Ilmenau,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
815,Technische Universität Ilmenau,DE,ICT,Computer Science & IT,Informatica e IT,ETER
815,Technische Universität Ilmenau,DE,LAW,Law,Giurisprudenza,ETER
815,Technische Universität Ilmenau,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
815,Technische Universität Ilmenau,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
816,Technische Universität München,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
817,Universität Augsburg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
818,Otto-Friedrich Universität Bamberg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
819,Universität Bayreuth,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
819,Universität Bayreuth,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
819,Universität Bayreuth,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
819,Universität Bayreuth,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
819,Universität Bayreuth,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
819,Universität Bayreuth,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
819,Universität Bayreuth,DE,ICT,Computer Science & IT,Informatica e IT,ETER
819,Universität Bayreuth,DE,LAW,Law,Giurisprudenza,ETER
819,Universität Bayreuth,DE,MED,Medicine & Health,Medicina e Salute,ETER
819,Universität Bayreuth,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
819,Universität Bayreuth,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
820,Universität Bielefeld,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
820,Universität Bielefeld,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
820,Universität Bielefeld,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
820,Universität Bielefeld,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
820,Universität Bielefeld,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
820,Universität Bielefeld,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
820,Universität Bielefeld,DE,ICT,Computer Science & IT,Informatica e IT,ETER
820,Universität Bielefeld,DE,LAW,Law,Giurisprudenza,ETER
820,Universität Bielefeld,DE,MED,Medicine & Health,Medicina e Salute,ETER
820,Universität Bielefeld,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
820,Universität Bielefeld,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
821,Rheinische Friedrich-Wilhelms Universität Bonn,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
822,Universität Bremen,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
823,Universität der Bundeswehr Hamburg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
824,Universität der Bundeswehr München,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
825,Technische Universität Dortmund,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
825,Technische Universität Dortmund,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
825,Technische Universität Dortmund,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
825,Technische Universität Dortmund,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
825,Technische Universität Dortmund,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
825,Technische Universität Dortmund,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
825,Technische Universität Dortmund,DE,ICT,Computer Science & IT,Informatica e IT,ETER
825,Technische Universität Dortmund,DE,LAW,Law,Giurisprudenza,ETER
825,Technische Universität Dortmund,DE,MED,Medicine & Health,Medicina e Salute,ETER
825,Technische Universität Dortmund,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
825,Technische Universität Dortmund,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
826,Heinrich-Heine Universität Düsseldorf,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,ICT,Computer Science & IT,Informatica e IT,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,LAW,Law,Giurisprudenza,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,MED,Medicine & Health,Medicina e Salute,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
826,Heinrich-Heine Universität Düsseldorf,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
827,Universität Duisburg-Essen,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
827,Universität Duisburg-Essen,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
827,Universität Duisburg-Essen,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
827,Universität Duisburg-Essen,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
827,Universität Duisburg-Essen,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
827,Universität Duisburg-Essen,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
827,Universität Duisburg-Essen,DE,ICT,Computer Science & IT,Informatica e IT,ETER
827,Universität Duisburg-Essen,DE,LAW,Law,Giurisprudenza,ETER
827,Universität Duisburg-Essen,DE,MED,Medicine & Health,Medicina e Salute,ETER
827,Universität Duisburg-Essen,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
827,Universität Duisburg-Essen,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
828,Universität Erfurt,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
828,Universität Erfurt,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
828,Universität Erfurt,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
828,Universität Erfurt,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
828,Universität Erfurt,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
828,Universität Erfurt,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
828,Universität Erfurt,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
828,Universität Erfurt,DE,ICT,Computer Science & IT,Informatica e IT,ETER
828,Universität Erfurt,DE,LAW,Law,Giurisprudenza,ETER
828,Universität Erfurt,DE,MED,Medicine & Health,Medicina e Salute,ETER
828,Universität Erfurt,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
828,Universität Erfurt,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
829,Friedrich-Alexander Universität Erlangen-Nürnberg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
830,Universität Flensburg,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
830,Universität Flensburg,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
830,Universität Flensburg,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
830,Universität Flensburg,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
830,Universität Flensburg,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
830,Universität Flensburg,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
830,Universität Flensburg,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
830,Universität Flensburg,DE,ICT,Computer Science & IT,Informatica e IT,ETER
830,Universität Flensburg,DE,LAW,Law,Giurisprudenza,ETER
830,Universität Flensburg,DE,MED,Medicine & Health,Medicina e Salute,ETER
830,Universität Flensburg,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
830,Universität Flensburg,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
831,Johann Wolfgang Goethe Universität Frankfurt am Main,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
832,Albert-Ludwigs-Universität Freiburg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
833,Justus Liebig Universität Gießen,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
833,Justus Liebig Universität Gießen,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
833,Justus Liebig Universität Gießen,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
833,Justus Liebig Universität Gießen,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
833,Justus Liebig Universität Gießen,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
833,Justus Liebig Universität Gießen,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
833,Justus Liebig Universität Gießen,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
833,Justus Liebig Universität Gießen,DE,ICT,Computer Science & IT,Informatica e IT,ETER
833,Justus Liebig Universität Gießen,DE,LAW,Law,Giurisprudenza,ETER
833,Justus Liebig Universität Gießen,DE,MED,Medicine & Health,Medicina e Salute,ETER
833,Justus Liebig Universität Gießen,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
833,Justus Liebig Universität Gießen,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
834,Georg-August Universität Göttingen,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
834,Georg-August Universität Göttingen,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
834,Georg-August Universität Göttingen,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
834,Georg-August Universität Göttingen,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
834,Georg-August Universität Göttingen,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
834,Georg-August Universität Göttingen,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
834,Georg-August Universität Göttingen,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
834,Georg-August Universität Göttingen,DE,ICT,Computer Science & IT,Informatica e IT,ETER
834,Georg-August Universität Göttingen,DE,LAW,Law,Giurisprudenza,ETER
834,Georg-August Universität Göttingen,DE,MED,Medicine & Health,Medicina e Salute,ETER
834,Georg-August Universität Göttingen,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
834,Georg-August Universität Göttingen,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
835,Ernst-Moritz-Arndt Universität Greifswald,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
