university_id,university,country_code,field_category,field_category_en,field_category_it,source
836,Martin-Luther Universität Halle-Wittenberg,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,ICT,Computer Science & IT,Informatica e IT,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,LAW,Law,Giurisprudenza,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,MED,Medicine & Health,Medicina e Salute,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
836,Martin-Luther Universität Halle-Wittenberg,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
837,Universität Hamburg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
838,Universität Hannover,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
838,Universität Hannover,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
838,Universität Hannover,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
838,Universität Hannover,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
838,Universität Hannover,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
838,Universität Hannover,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
838,Universität Hannover,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
838,Universität Hannover,DE,ICT,Computer Science & IT,Informatica e IT,ETER
838,Universität Hannover,DE,LAW,Law,Giurisprudenza,ETER
838,Universität Hannover,DE,MED,Medicine & Health,Medicina e Salute,ETER
838,Universität Hannover,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
838,Universität Hannover,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
839,Ruprecht-Karls-Universität Heidelberg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
840,Universität Hildesheim,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
840,Universität Hildesheim,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
840,Universität Hildesheim,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
840,Universität Hildesheim,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
840,Universität Hildesheim,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
840,Universität Hildesheim,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
840,Universität Hildesheim,DE,ICT,Computer Science & IT,Informatica e IT,ETER
840,Universität Hildesheim,DE,LAW,Law,Giurisprudenza,ETER
840,Universität Hildesheim,DE,MED,Medicine & Health,Medicina e Salute,ETER
840,Universität Hildesheim,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
840,Universität Hildesheim,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
841,Universität Hohenheim,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
841,Universität Hohenheim,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
841,Universität Hohenheim,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
841,Universität Hohenheim,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
841,Universität Hohenheim,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
841,Universität Hohenheim,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
841,Universität Hohenheim,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
841,Universität Hohenheim,DE,ICT,Computer Science & IT,Informatica e IT,ETER
841,Universität Hohenheim,DE,LAW,Law,Giurisprudenza,ETER
841,Universität Hohenheim,DE,MED,Medicine & Health,Medicina e Salute,ETER
841,Universität Hohenheim,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
841,Universität Hohenheim,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
842,Friedrich-Schiller Universität Jena,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
842,Friedrich-Schiller Universität Jena,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
842,Friedrich-Schiller Universität Jena,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
842,Friedrich-Schiller Universität Jena,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
842,Friedrich-Schiller Universität Jena,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
842,Friedrich-Schiller Universität Jena,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
842,Friedrich-Schiller Universität Jena,DE,ICT,Computer Science & IT,Informatica e IT,ETER
842,Friedrich-Schiller Universität Jena,DE,LAW,Law,Giurisprudenza,ETER
842,Friedrich-Schiller Universität Jena,DE,MED,Medicine & Health,Medicina e Salute,ETER
842,Friedrich-Schiller Universität Jena,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
842,Friedrich-Schiller Universität Jena,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
843,Karlsruher Institut für Technologie,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,name-heuristic
844,Universität Kassel,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
844,Universität Kassel,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
844,Universität Kassel,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
844,Universität Kassel,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
844,Universität Kassel,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
844,Universität Kassel,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
844,Universität Kassel,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
844,Universität Kassel,DE,ICT,Computer Science & IT,Informatica e IT,ETER
844,Universität Kassel,DE,LAW,Law,Giurisprudenza,ETER
844,Universität Kassel,DE,MED,Medicine & Health,Medicina e Salute,ETER
844,Universität Kassel,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
844,Universität Kassel,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
845,Christian-Albrechts-Universität Kiel,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
846,Universität Kaiserslautern,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
846,Universität Kaiserslautern,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
846,Universität Kaiserslautern,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
846,Universität Kaiserslautern,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
846,Universität Kaiserslautern,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
846,Universität Kaiserslautern,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
846,Universität Kaiserslautern,DE,ICT,Computer Science & IT,Informatica e IT,ETER
846,Universität Kaiserslautern,DE,LAW,Law,Giurisprudenza,ETER
846,Universität Kaiserslautern,DE,MED,Medicine & Health,Medicina e Salute,ETER
846,Universität Kaiserslautern,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
846,Universität Kaiserslautern,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
847,Universität Koblenz-Landau,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
847,Universität Koblenz-Landau,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
847,Universität Koblenz-Landau,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
847,Universität Koblenz-Landau,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
847,Universität Koblenz-Landau,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
847,Universität Koblenz-Landau,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
847,Universität Koblenz-Landau,DE,ICT,Computer Science & IT,Informatica e IT,ETER
847,Universität Koblenz-Landau,DE,LAW,Law,Giurisprudenza,ETER
847,Universität Koblenz-Landau,DE,MED,Medicine & Health,Medicina e Salute,ETER
847,Universität Koblenz-Landau,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
847,Universität Koblenz-Landau,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
848,Universität Köln,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
849,Universität Konstanz,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
849,Universität Konstanz,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
849,Universität Konstanz,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
849,Universität Konstanz,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
849,Universität Konstanz,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
849,Universität Konstanz,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
849,Universität Konstanz,DE,ICT,Computer Science & IT,Informatica e IT,ETER
849,Universität Konstanz,DE,LAW,Law,Giurisprudenza,ETER
849,Universität Konstanz,DE,MED,Medicine & Health,Medicina e Salute,ETER
849,Universität Konstanz,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
849,Universität Konstanz,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
850,Universität Leipzig,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
850,Universität Leipzig,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
850,Universität Leipzig,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
850,Universität Leipzig,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
850,Universität Leipzig,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
850,Universität Leipzig,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
850,Universität Leipzig,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
850,Universität Leipzig,DE,ICT,Computer Science & IT,Informatica e IT,ETER
850,Universität Leipzig,DE,LAW,Law,Giurisprudenza,ETER
850,Universität Leipzig,DE,MED,Medicine & Health,Medicina e Salute,ETER
850,Universität Leipzig,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
850,Universität Leipzig,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
851,Universität Lüneburg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
852,Otto-von-Guericke Universität Magdeburg,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
852,Otto-von-Guericke Universität Magdeburg,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,ICT,Computer Science & IT,Informatica e IT,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,LAW,Law,Giurisprudenza,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,MED,Medicine & Health,Medicina e Salute,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
852,Otto-von-Guericke Universität Magdeburg,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
853,Johannes-Gutenberg Universität Mainz,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
853,Johannes-Gutenberg Universität Mainz,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
853,Johannes-Gutenberg Universität Mainz,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
853,Johannes-Gutenberg Universität Mainz,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
853,Johannes-Gutenberg Universität Mainz,DE,ICT,Computer Science & IT,Informatica e IT,ETER
853,Johannes-Gutenberg Universität Mainz,DE,LAW,Law,Giurisprudenza,ETER
853,Johannes-Gutenberg Universität Mainz,DE,MED,Medicine & Health,Medicina e Salute,ETER
853,Johannes-Gutenberg Universität Mainz,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
853,Johannes-Gutenberg Universität Mainz,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
854,Universität Mannheim,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
854,Universität Mannheim,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
854,Universität Mannheim,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
854,Universität Mannheim,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
854,Universität Mannheim,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
854,Universität Mannheim,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
854,Universität Mannheim,DE,ICT,Computer Science & IT,Informatica e IT,ETER
854,Universität Mannheim,DE,LAW,Law,Giurisprudenza,ETER
854,Universität Mannheim,DE,MED,Medicine & Health,Medicina e Salute,ETER
854,Universität Mannheim,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
854,Universität Mannheim,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
855,Phillips-Universität Marburg,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
856,Ludwig-Maximilians-Universität München,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
857,Westfälische Wilhelms-Universität Münster,DE,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),name-heuristic
858,Carl von Ossietzky Universität Oldenburg,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
858,Carl von Ossietzky Universität Oldenburg,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,ICT,Computer Science & IT,Informatica e IT,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,LAW,Law,Giurisprudenza,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,MED,Medicine & Health,Medicina e Salute,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,SCI,Natural Sciences & Mathematics,Scienze Naturali e Matematica,ETER
858,Carl von Ossietzky Universität Oldenburg,DE,SOC,Social & Political Sciences,Scienze Sociali e Politiche,ETER
859,Universität Osnabrück,DE,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,ETER
859,Universität Osnabrück,DE,ARC,Architecture & Urban Planning,Architettura e Urbanistica,ETER
859,Universität Osnabrück,DE,ART,"Arts, Design & Music","Arte, Design e Musica",ETER
859,Universität Osnabrück,DE,BUS,"Business, Economics & Management",Economia e Management,ETER
859,Universität Osnabrück,DE,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,ETER
859,Universität Osnabrück,DE,ENG,Engineering & Technology,Ingegneria e Tecnologia,ETER
859,Universität Osnabrück,DE,HUM,Humanities & Languages,Studi Umanistici e Lingue,ETER
859,Universität Osnabrück,DE,ICT,Computer Science & IT,Informatica e IT,ETER
