city,country,country_code,monthly_room_rent_eur,source_url,note
Fulda,Germany,DE,272,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 526.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 453; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Gelsenkirchen,Germany,DE,299,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 579.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 498; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Gießen,Germany,DE,398,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 772.75/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 664; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Göttingen,Germany,DE,234,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 453.11/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 389; room = round(1bed*0.6)"
Hagen,Germany,DE,190,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 368.81/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 317; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Halle (Saale),Germany,DE,177,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 344.22/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 296; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Hamburg,Germany,DE,800,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room ~EUR 800/mo (among highest in Germany)
Hannover,Germany,DE,615,https://housinganywhere.com/s/Hannover--Germany/private-rooms,"HousingAnywhere Hannover private-room listings, representative avg ~EUR 615/mo (platform listing average, utilities incl.)"
Heidelberg,Germany,DE,453,https://www.wg-gesucht.de/en/artikel/mietspiegel-wie-viel-kostet-ein-wg-zimmer-in-deutschen-staedten,WG-Gesucht/MMI summer semester 2025 warm rent
Heilbronn,Germany,DE,319,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 618.20/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 531; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Hildesheim,Germany,DE,362,https://www.moses-mendelssohn-institut.de/aktuelles/Studentische_Wohnkosten_Hochschulorte_WiSe_2025_2026/,"WG-Gesucht / Moses Mendelssohn Institut, WG-Zimmer warm, WiSe 2025/26 (released Sep 2025)"
Ingolstadt,Germany,DE,380,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 737.27/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 633; room = round(1bed*0.6)"
Jena,Germany,DE,328,https://www.wg-gesucht.de/en/artikel/deutsche-studentenstaedte-im-preisvergleich-wo-ein-wg-zimmer-aktuell-am-guenstigsten-ist,WG-Gesucht/MMI WiSe 2024/25 warm rent
Kaiserslautern,Germany,DE,232,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 449.60/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 386; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Karlsruhe,Germany,DE,336,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 652.00/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 560; room = round(1bed*0.6)"
Kassel,Germany,DE,217,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 421.50/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 362; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Kiel,Germany,DE,252,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 488.94/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 420; room = round(1bed*0.6)"
Koblenz,Germany,DE,299,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 579.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 498; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Köln,Germany,DE,800,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room ~EUR 800/mo (among highest in Germany)
Landshut,Germany,DE,272,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 526.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 453; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Leipzig,Germany,DE,490,https://housinganywhere.com/s/Leipzig--Germany/private-rooms,"HousingAnywhere Leipzig private-room listings, representative avg ~EUR 490/mo (platform listing average, utilities incl.)"
Ludwigshafen am Rhein,Germany,DE,244,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 474.19/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 407; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Lübeck,Germany,DE,272,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 526.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 453; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Magdeburg,Germany,DE,201,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 389.89/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 335; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Mainz,Germany,DE,373,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 724.45/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 622; room = round(1bed*0.6)"
Mannheim,Germany,DE,260,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 504.74/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 434; room = round(1bed*0.6)"
Munich,Germany,DE,808,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 808/mo (most expensive German city)
Münster,Germany,DE,395,https://www.wg-gesucht.de/en/artikel/mietspiegel-wie-viel-kostet-ein-wg-zimmer-in-deutschen-staedten,WG-Gesucht/MMI summer semester 2025 warm rent
Neu-Ulm,Germany,DE,421,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 816.65/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 702; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Nuremberg,Germany,DE,254,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 493.50/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 424; room = round(1bed*0.6)"
Offenburg,Germany,DE,326,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 632.25/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 543; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Oldenburg,Germany,DE,263,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 509.31/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 438; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Osnabrück,Germany,DE,395,https://www.moses-mendelssohn-institut.de/aktuelles/Studentische_Wohnkosten_Hochschulorte_WiSe_2025_2026/,"WG-Gesucht / Moses Mendelssohn Institut, WG-Zimmer warm, WiSe 2025/26 (released Sep 2025)"
Paderborn,Germany,DE,272,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 526.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 453; room = round(1bed*0.6)"
Passau,Germany,DE,241,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 467.16/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 401; room = round(1bed*0.6)"
Pforzheim,Germany,DE,339,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 658.59/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 566; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Potsdam,Germany,DE,312,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 605.90/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 521; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Ravensburg,Germany,DE,272,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 526.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 453; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Regensburg,Germany,DE,380,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 737.62/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 634; room = round(1bed*0.6)"
Reutlingen,Germany,DE,272,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 526.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 453; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Rosenheim,Germany,DE,304,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 590.10/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 507; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Rostock,Germany,DE,270,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 523.36/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 450; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Saarbrücken,Germany,DE,258,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 500.53/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 430; room = round(1bed*0.6)"
Siegen,Germany,DE,330,https://www.wg-gesucht.de/en/artikel/deutsche-studentenstaedte-im-preisvergleich-wo-ein-wg-zimmer-aktuell-am-guenstigsten-ist,WG-Gesucht/MMI WiSe 2024/25 warm rent
Stuttgart,Germany,DE,530,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 530/mo (most affordable major German city in index)
Trier,Germany,DE,337,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 653.32/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 561; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Tübingen,Germany,DE,445,https://www.wg-gesucht.de/en/artikel/mietspiegel-wie-viel-kostet-ein-wg-zimmer-in-deutschen-staedten,WG-Gesucht/MMI summer semester 2025 warm rent
Villingen-Schwenningen,Germany,DE,299,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 579.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 498; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Weingarten,Germany,DE,177,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 342.47/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 294; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Wiesbaden,Germany,DE,378,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 734.11/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 631; room = round(1bed*0.6)"
Wismar,Germany,DE,325,https://www.wg-gesucht.de/en/artikel/deutsche-studentenstaedte-im-preisvergleich-wo-ein-wg-zimmer-aktuell-am-guenstigsten-ist,WG-Gesucht/MMI WiSe 2024/25 warm rent
Worms,Germany,DE,163,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 316.12/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 272; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Wuppertal,Germany,DE,203,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 393.75/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 338; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Würzburg,Germany,DE,298,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 577.63/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 496; room = round(1bed*0.6)"
Zwickau,Germany,DE,163,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 316.12/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 272; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Aalborg,Denmark,DK,280,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 543.38/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 467; room = round(1bed*0.6)"
Copenhagen,Denmark,DK,750,https://housinganywhere.com/s/Copenhagen--Denmark/private-rooms,HousingAnywhere Copenhagen: central rooms DKK 5000-8000/mo per FAQ; midpoint ~DKK 5600 -> ~EUR 750/mo (platform estimate)
Odense,Denmark,DK,343,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 666.23/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 572; room = round(1bed*0.6)"
Roskilde,Denmark,DK,353,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 685.13/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 589; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Århus,Denmark,DK,346,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 670.59/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 576; room = round(1bed*0.6)"
Tallinn,Estonia,EE,262,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 507.55/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 436; room = round(1bed*0.6)"
Tartu,Estonia,EE,194,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 375.40/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 323; room = round(1bed*0.6)"
A Coruña,Spain,ES,265,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 514.58/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 442; room = round(1bed*0.6)"
Alcalá de Henares,Spain,ES,285,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 553.22/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 475; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Alicante,Spain,ES,299,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 579.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 498; room = round(1bed*0.6)"
Almería,Spain,ES,235,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 456.62/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 392; room = round(1bed*0.6)"
Barcelona,Spain,ES,650,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 650/mo
Burgos,Spain,ES,226,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 439.06/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 377; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Cartagena,Spain,ES,190,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 368.81/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 317; room = round(1bed*0.6)"
Castelló de la Plana,Spain,ES,208,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 404.03/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 347; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Córdoba,Spain,ES,225,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 435.55/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 374; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Elche,Spain,ES,217,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 421.50/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 362; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Gasteiz / Vitoria,Spain,ES,369,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 716.55/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 616; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Girona,Spain,ES,400,https://www.idealista.com/news/inmobiliario/vivienda/2026/01/16/879857-la-oferta-de-habitaciones-crece-un-19-mientras-el-precio-aumenta-un-4-en-2025,"Idealista - habitacion en piso compartido, precio medio 2025"
Granada,Spain,ES,244,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 474.19/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 407; room = round(1bed*0.6)"
Huelva,Spain,ES,217,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 421.50/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 362; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Jaén,Spain,ES,231,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) in City Centre USD 447.84/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 385; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
León,Spain,ES,208,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 403.94/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 347; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Madrid,Spain,ES,625,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 625/mo (confirmed by Madrid cost-of-living page: private room EUR 625)
Murcia,Spain,ES,335,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 649.81/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 558; room = round(1bed*0.6)"
