city,country,country_code,monthly_room_rent_eur,source_url,note
Oxford,United Kingdom,GB,951,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Paisley,United Kingdom,GB,727,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Plymouth,United Kingdom,GB,674,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Portsmouth,United Kingdom,GB,755,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Reading,United Kingdom,GB,828,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Salford,United Kingdom,GB,827,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Sheffield,United Kingdom,GB,614,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Southampton,United Kingdom,GB,750,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Stirling,United Kingdom,GB,254,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 492.00/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 423; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Sunderland,United Kingdom,GB,601,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Swansea,United Kingdom,GB,607,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Swindon,United Kingdom,GB,757,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Taunton,United Kingdom,GB,778,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Wakefield,United Kingdom,GB,624,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Wolverhampton,United Kingdom,GB,623,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Worcester,United Kingdom,GB,677,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
York,United Kingdom,GB,846,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,"SpareRoom Rental Index (room rent incl bills, updated Apr 2026); GBP->EUR @1.158 (05/06/2026)"
Athens,Greece,GR,400,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 400/mo
Ioánnina,Greece,GR,154,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 298.06/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 256; room = round(1bed*0.6)"
Pátra,Greece,GR,127,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 245.52/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 211; room = round(1bed*0.6)"
Thessaloníki,Greece,GR,187,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 362.64/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 312; room = round(1bed*0.6)"
Dubrovnik,Croatia,HR,199,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 385.78/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 331; room = round(1bed*0.6)"
Osijek,Croatia,HR,120,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 232.68/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 200; room = round(1bed*0.6)"
Pula,Croatia,HR,201,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 389.08/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 334; room = round(1bed*0.6)"
Rijeka,Croatia,HR,186,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 360.18/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 309; room = round(1bed*0.6)"
Split,Croatia,HR,186,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 361.40/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 310; room = round(1bed*0.6)"
Zadar,Croatia,HR,184,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 356.97/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 307; room = round(1bed*0.6)"
Zagreb,Croatia,HR,220,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 427.72/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 367; room = round(1bed*0.6)"
Budapest,Hungary,HU,370,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 370/mo
Debrecen,Hungary,HU,133,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 257.11/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 221; room = round(1bed*0.6)"
Dunaújváros,Hungary,HU,106,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 205.79/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 177; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Győr,Hungary,HU,128,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 248.54/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 214; room = round(1bed*0.6)"
Miskolc,Hungary,HU,115,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 222.83/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 191; room = round(1bed*0.6)"
Pécs,Hungary,HU,99,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 192.83/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 166; room = round(1bed*0.6)"
Sopron,Hungary,HU,146,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 282.82/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 243; room = round(1bed*0.6)"
Szeged,Hungary,HU,114,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 220.69/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 190; room = round(1bed*0.6)"
Carlow,Ireland,IE,561,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 1088.87/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 935; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Cork,Ireland,IE,610,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 1183.71/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 1017; room = round(1bed*0.6)"
Dublin,Ireland,IE,876,https://www.rte.ie/news/business/2025/1112/1543413-daft-rental-price-report-q3-2025/,Daft.ie Rental Report 2025: double room in shared house in Dublin avg EUR 876/mo (national double-room avg EUR 775)
Galway,Ireland,IE,575,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 1116.01/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 959; room = round(1bed*0.6)"
Limerick,Ireland,IE,498,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 965.93/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 830; room = round(1bed*0.6)"
Tralee,Ireland,IE,441,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 856.17/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 736; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Waterford,Ireland,IE,515,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 999.08/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 858; room = round(1bed*0.6)"
Akureyri,Iceland,IS,457,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 885.90/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 761; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Reykjavík,Iceland,IS,646,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 1253.46/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 1077; room = round(1bed*0.6)"
Ancona,Italy,IT,231,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 447.84/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 385; room = round(1bed*0.6)"
Bari,Italy,IT,265,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 513.70/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 441; room = round(1bed*0.6)"
Bergamo,Italy,IT,292,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 566.39/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 487; room = round(1bed*0.6)"
Bologna,Italy,IT,632,https://www.immobiliare.it/news/osservatorio-immobiliare/borsino-immobiliare/non-si-ferma-la-corsa-dei-prezzi-delle-stanze-singole-e-doppie-sono-sempre-piu-care-7-e-sempre-piu-richieste-27-225497/,"Immobiliare.it Osservatorio - stanza singola, anno accademico 2025/26"
Brescia,Italy,IT,519,https://tg24.sky.it/economia/2025/09/11/affitti-studenti-stanze-singole-prezzi,"Immobiliare.it Osservatorio - stanza singola, anno accademico 2025/26"
Cagliari,Italy,IT,228,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 442.57/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 380; room = round(1bed*0.6)"
Cassino,Italy,IT,190,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 368.81/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 317; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Catania,Italy,IT,181,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 351.25/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 302; room = round(1bed*0.6)"
Chieti,Italy,IT,244,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 474.19/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 407; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Ferrara,Italy,IT,217,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 421.50/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 362; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Florence,Italy,IT,606,https://www.immobiliare.it/news/osservatorio-immobiliare/borsino-immobiliare/non-si-ferma-la-corsa-dei-prezzi-delle-stanze-singole-e-doppie-sono-sempre-piu-care-7-e-sempre-piu-richieste-27-225497/,"Immobiliare.it Osservatorio - stanza singola, anno accademico 2025/26"
Foggia,Italy,IT,125,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 242.36/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 208; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Genoa,Italy,IT,253,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 491.05/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 422; room = round(1bed*0.6)"
L'Aquila,Italy,IT,139,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 268.71/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 231; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Lecce,Italy,IT,238,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 461.01/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 396; room = round(1bed*0.6)"
Lucca,Italy,IT,353,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 684.93/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 588; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Macerata,Italy,IT,109,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 210.75/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 181; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Messina,Italy,IT,136,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 263.44/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 226; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Milan,Italy,IT,664,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 664/mo
Modena,Italy,IT,506,https://tg24.sky.it/economia/2025/09/11/affitti-studenti-stanze-singole-prezzi,"Immobiliare.it Osservatorio - stanza singola, anno accademico 2025/26"
Naples,Italy,IT,208,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 403.94/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 347; room = round(1bed*0.6)"
Padua,Italy,IT,234,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 454.43/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 390; room = round(1bed*0.6)"
Palermo,Italy,IT,190,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 368.81/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 317; room = round(1bed*0.6)"
Parma,Italy,IT,244,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 474.19/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 407; room = round(1bed*0.6)"
Pavia,Italy,IT,244,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 474.19/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 407; room = round(1bed*0.6)"
Perugia,Italy,IT,172,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 334.56/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 287; room = round(1bed*0.6)"
Pisa,Italy,IT,292,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 566.39/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 487; room = round(1bed*0.6)"
Reggio Calabria,Italy,IT,281,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 544.44/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 468; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Rome,Italy,IT,650,https://housinganywhere.com/rent-index-by-city,HousingAnywhere International Rent Index Q4 2025: furnished room EUR 650/mo (+4.8% YoY)
Salerno,Italy,IT,168,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 326.66/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 281; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Sassari,Italy,IT,223,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 432.04/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 371; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Siena,Italy,IT,353,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 684.93/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 588; room = round(1bed*0.6)"
Teramo,Italy,IT,190,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 368.81/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 317; room = round(1bed*0.6); data_quality flag=0 (Numbeo: low contributor count)"
Trento,Italy,IT,544,https://tg24.sky.it/economia/2025/09/11/affitti-studenti-stanze-singole-prezzi,"Immobiliare.it Osservatorio - stanza singola, anno accademico 2025/26"
Trieste,Italy,IT,287,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 555.85/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 478; room = round(1bed*0.6)"
Turin,Italy,IT,226,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 439.30/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 377; room = round(1bed*0.6)"
Udine,Italy,IT,185,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 358.27/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 308; room = round(1bed*0.6)"
Venice,Italy,IT,326,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 632.25/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 543; room = round(1bed*0.6)"
Verona,Italy,IT,281,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 544.44/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 468; room = round(1bed*0.6)"
Kaunas,Lithuania,LT,176,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 341.30/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 293; room = round(1bed*0.6)"
Klaipėda,Lithuania,LT,144,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,"Numbeo Cost-of-Living dataset (Kaggle mirror), Apartment (1 bedroom) Outside of Centre USD 279.24/mo; converted USD->EUR at 1 EUR=1.1640 USD (ECB 2026-06-05) = EUR 240; room = round(1bed*0.6)"
