id,name,country,country_code,city,lat,lon,field_category,field_category_en,field_category_it,fields_offered,fields_source,monthly_room_rent_eur,room_rent_level,room_rent_source,domain,website,the_world_rank,the_overall_score,the_teaching,the_research,the_citations,the_international_outlook,the_industry_income
2239,University of Worcester,United Kingdom,GB,Worcester,52.18935,-2.22001,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ART|BUS|EDU|HUM|ICT|LAW|MED|SCI|SOC,ETER,677,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,worc.ac.uk,http://www.worc.ac.uk/,1501+,10.3,17.1,12.0,37.9,59.2,23.6
2240,University of York,United Kingdom,GB,York,53.95763,-1.08271,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,846,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,york.ac.uk,http://www.york.ac.uk/,=154,61.5,44.1,43.9,87.5,90.6,67.6
2241,Middlesbrough College,United Kingdom,GB,Middlesbrough,54.57623,-1.23483,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,547,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,middlesbro.ac.uk,https://www.mbro.ac.uk/,,,,,,,
2242,St Mary's University,United Kingdom,GB,Belfast,54.59682,-5.92541,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|EDU|HUM|LAW|MED|SCI|SOC,ETER,681,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,stmarys.ac.uk,https://www.stmarys.ac.uk/,,,,,,,
2243,Leeds Trinity University,United Kingdom,GB,Leeds,53.79648,-1.54785,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|EDU|HUM|LAW|MED|SOC,ETER,660,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,leedstrinity.ac.uk,https://www.leedstrinity.ac.uk/,Reporter,,,,,,
2244,East Coast College,United Kingdom,GB,Lowestoft,52.47523,1.75167,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,880,country:national-figure,https://www.spareroom.co.uk/content/info-statistics/annual-rental-market-summary-2025/,eastcoast.ac.uk,https://www.eastcoast.ac.uk/,,,,,,,
2245,Swansea University,United Kingdom,GB,Swansea,51.62079,-3.94323,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,607,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,swansea.ac.uk,https://www.swansea.ac.uk/,301–350,51.6,30.8,30.6,87.4,88.6,58.3
2246,York St. John University,United Kingdom,GB,York,53.95763,-1.08271,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ART|BUS|EDU|HUM|ICT|LAW|MED|SCI|SOC,ETER,846,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,yorksj.ac.uk,https://www.yorksj.ac.uk/,1001–1200,32.1,17.3,15.4,60.1,66.1,16.0
2247,Cardiff and Vale College,United Kingdom,GB,Cardiff,51.48,-3.18,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,753,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,cavc.ac.uk,https://cavc.ac.uk/,,,,,,,
2248,Universidad Internacional Isabel I,Spain,ES,Burgos,42.34106,-3.70184,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,226,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ui1.es,https://www.ui1.es/,,,,,,,
2249,ENAE Business School,Spain,ES,Murcia,37.98704,-1.13004,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,335,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,enae.es,https://www.enae.es/,,,,,,,
2250,Universidad Internacional de Valencia,Spain,ES,Valencia,39.47391,-0.37966,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,308,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,viu.es,https://viu.es/,,,,,,,
2251,Duale Hochschule Baden-Württemberg,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,dhbw.de,http://www.dhbw.de/,,,,,,,
2252,Duale Hochschule Baden-Württemberg Heidenheim,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,heidenheim.dhbw.de,http://www.heidenheim.dhbw.de/,,,,,,,
2253,Duale Hochschule Baden-Württemberg Center for Advanced Studies (CAS),Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,cas.dhbw.de,http://www.cas.dhbw.de/,,,,,,,
2254,Duale Hochschule Baden-Württemberg Lörrach,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,dhbw-loerrach.de,http://www.dhbw-loerrach.de/,,,,,,,
2255,Duale Hochschule Baden-Württemberg Mosbach,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,dhbw-mosbach.de,http://www.dhbw-mosbach.de/,,,,,,,
2256,Duale Hochschule Baden-Württemberg Ravensburg,Germany,DE,Baden-Baden,48.7606,8.23975,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,ravensburg.dhbw.de,http://www.ravensburg.dhbw.de/,,,,,,,
2257,Duale Hochschule Baden-Württemberg Stuttgart,Germany,DE,Stuttgart,48.78232,9.17702,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,city,https://housinganywhere.com/rent-index-by-city,dhbw-stuttgart.de,http://www.dhbw-stuttgart.de/,,,,,,,
2258,Duale Hochschule Baden-Württemberg Villingen-Schwenningen,Germany,DE,Villingen-Schwenningen,48.06226,8.49358,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,299,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,dhbw-vs.de,http://www.dhbw-vs.de/,,,,,,,
2259,Duale Hochschule Baden-Württemberg Heilbronn,Germany,DE,Heilbronn,49.13995,9.22054,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,319,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,heilbronn.dhbw.de,http://www.heilbronn.dhbw.de/,,,,,,,
2260,Duale Hochschule Baden-Württemberg Karlsruhe,Germany,DE,Karlsruhe,49.00937,8.40444,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,336,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,dhbw-karlsruhe.de,http://www.dhbw-karlsruhe.de/,,,,,,,
2261,Duale Hochschule Baden-Wuerttemberg Mannheim,Germany,DE,Mannheim,49.4891,8.46694,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,260,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,dhbw-mannheim.de,http://www.dhbw-mannheim.de/,,,,,,,
2262,Hochschule Hannover,Germany,DE,Hannover,52.37052,9.73322,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,615,city,https://housinganywhere.com/s/Hannover--Germany/private-rooms,hs-hannover.de,https://www.hs-hannover.de/,,,,,,,
2263,Staatliche Studienakademie Bautzen,Germany,DE,Bautzen,51.18035,14.43494,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,ba-bautzen.de,https://www.ba-bautzen.de/,,,,,,,
2264,DUT MMI - Université Bordeaux Montaigne,France,FR,Bordeaux,44.84124,-0.58046,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,510,city,https://www.locservice.fr/gironde-33/location-chambre-bordeaux.html,mmibordeaux.com,https://www.mmibordeaux.com/,,,,,,,
2265,Campus Saint Marc,France,FR,Rouen,49.44313,1.09932,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,279,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,campus-saint-marc.com,https://campus-saint-marc.com/,,,,,,,
2266,HTL Villach,Austria,AT,Villach,46.61028,13.85583,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,480,country:city-derived,https://www.wg-gesucht.de/en/wg-zimmer-in-Wien.163.0.1.0.html,htl-villach.at,https://www.htl-villach.at/,,,,,,,
2267,HTL WELS,Austria,AT,Wels,48.16667,14.03333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,480,country:city-derived,https://www.wg-gesucht.de/en/wg-zimmer-in-Wien.163.0.1.0.html,htl-wels.at,https://www.htl-wels.at/,,,,,,,
2268,Győr Jedlik Ányos Mechanical Engineering and Informatics Technical School,Hungary,HU,Győr,47.68333,17.63512,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,128,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,jedlik.eu,https://jedlik.eu/,,,,,,,
2269,Sarajevo School of Science and Technology,Bosnia and Herzegovina,BA,Sarajevo,43.84864,18.35644,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,99,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ssst.edu.ba,https://ssst.edu.ba/,,,,,,,
2270,Technische Hochschule Mittelhessen,Germany,DE,Gießen,50.58727,8.67554,ENG,Engineering & Technology,Ingegneria e Tecnologia,AGR|ARC|BUS|EDU|ENG|ICT|LAW|SCI,ETER,398,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,thm.de,https://www.thm.de/,,,,,,,
2271,Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Germany,DE,Ludwigshafen am Rhein,49.48121,8.44641,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,244,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,hwg-lu.de,https://www.hwg-lu.de/,,,,,,,
2272,Leuphana Universität Lüneburg,Germany,DE,Lüneburg,53.25122,10.41548,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,leuphana.de,https://www.leuphana.de/,401–500,46.2,23.5,28.1,83.2,66.0,33.6
2273,Ostbayerische Technische Hochschule Amberg-Weiden,Germany,DE,Amberg,49.44287,11.86267,ENG,Engineering & Technology,Ingegneria e Tecnologia,AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,oth-aw.de,https://www.oth-aw.de/,,,,,,,
2274,Häme University of Applied Sciences,Finland,FI,Hämeenlinna,60.99596,24.46434,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,450,country:national-figure,https://hoas.fi/en/applicants/apartment-types/room-in-a-shared-apartment/,hamk.fi,https://www.hamk.fi/,Reporter,,,,,,
2275,Corvinus University of Budapest,Hungary,HU,Budapest,47.49835,19.04045,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,370,city,https://housinganywhere.com/rent-index-by-city,uni-corvinus.hu,https://www.uni-corvinus.hu/,,,,,,,
2276,Óbuda University,Hungary,HU,Óbuda,47.55,19.03333,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,370,country:national-figure,https://housinganywhere.com/rent-index-by-city,uni-obuda.hu,https://uni-obuda.hu/,601–800,39.0,17.4,30.9,72.8,48.8,27.2
2277,Budapest Business School,Hungary,HU,Budapest,47.49835,19.04045,BUS,"Business, Economics & Management",Economia e Management,AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|SCI|SOC,ETER,370,city,https://housinganywhere.com/rent-index-by-city,uni-bge.hu,https://uni-bge.hu/,Reporter,,,,,,
2278,Institut d'études politiques de Rennes,France,FR,Rennes,48.11109,-1.67431,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),BUS|LAW|SOC,ETER,430,city,https://www.locservice.fr/ille-et-vilaine-35/location-chambre-rennes.html,sciencespo-rennes.fr,https://www.sciencespo-rennes.fr/,,,,,,,
2279,Rennes School of Business,France,FR,Rennes,48.11109,-1.67431,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,430,city,https://www.locservice.fr/ille-et-vilaine-35/location-chambre-rennes.html,rennes-sb.com,https://www.rennes-sb.com/,,,,,,,
2280,Audencia,France,FR,Nantes,47.21725,-1.55336,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,450,city,https://www.locservice.fr/loire-atlantique-44/location-chambre-nantes.html,audencia.com,https://www.audencia.com/,Reporter,,,,,,
2281,Wakefield College,United Kingdom,GB,Wakefield,53.68331,-1.49768,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,624,city,https://www.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,wakefield.ac.uk,https://wakefield.ac.uk/,,,,,,,
2282,University of Liège,Belgium,BE,Liège,50.63373,5.56749,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,285,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,student.uliege.be,https://uliege.be/,301–350,51.6,34.8,41.8,72.7,72.5,97.5
2283,Střední průmyslová škola Mladá Boleslav,Czech Republic,CZ,Mladá Boleslav,50.41135,14.90318,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,270,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,student.spsmb.cz,https://spsmb.cz/,,,,,,,
2284,Musikhochschule Lübeck,Germany,DE,Lübeck,53.86893,10.68729,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,272,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,mh-luebeck.de,https://www.mh-luebeck.de/,,,,,,,
2285,Hochschule für Musik und Theater München,Germany,DE,Munich,48.13743,11.57549,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,808,city,https://housinganywhere.com/rent-index-by-city,musikhochschule-muenchen.de,https://website.musikhochschule-muenchen.de/,,,,,,,
2286,Universität der Künste Berlin,Germany,DE,Berlin,52.52437,13.41053,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,633,city,https://housinganywhere.com/rent-index-by-city,udk-berlin.de,https://www.udk-berlin.de/,,,,,,,
2287,Hochschule für Musik und Tanz Köln,Germany,DE,Köln,50.93333,6.95,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,800,city,https://housinganywhere.com/rent-index-by-city,hfmt-koeln.de,https://www.hfmt-koeln.de/,,,,,,,
2288,Hochschule für Musik Carl Maria von Weber,Germany,DE,Dresden,51.05089,13.73832,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,435,city,https://www.wg-gesucht.de/en/artikel/mietspiegel-wie-viel-kostet-ein-wg-zimmer-in-deutschen-staedten,hfmdd.de,https://www.hfmdd.de/,,,,,,,
2289,Hochschule für Musik und Darstellende Kunst Stuttgart,Germany,DE,Stuttgart,48.78232,9.17702,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,530,city,https://housinganywhere.com/rent-index-by-city,hmdk-stuttgart.de,https://www.hmdk-stuttgart.de/,,,,,,,
2290,Hochschule für Künste Bremen,Germany,DE,Bremen,53.07582,8.80717,ART,"Arts, Design & Music","Arte, Design e Musica",BUS|EDU|LAW,ETER,260,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,hfk-bremen.de,https://www.hfk-bremen.de/,,,,,,,
2291,Hochschule für Musik und Theater „Felix Mendelssohn Bartholdy“ Leipzig,Germany,DE,Leipzig,51.33962,12.37129,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,490,city,https://housinganywhere.com/s/Leipzig--Germany/private-rooms,hmt-leipzig.de,https://www.hmt-leipzig.de/,,,,,,,
2292,"Hochschule für Musik, Theater und Medien Hannover",Germany,DE,Hannover,52.37052,9.73322,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,615,city,https://housinganywhere.com/s/Hannover--Germany/private-rooms,hmtm-hannover.de,https://www.hmtm-hannover.de/,,,,,,,
2293,Hochschule für Musik Detmold,Germany,DE,Detmold,51.93855,8.87318,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,hfm-detmold.de,https://www.hfm-detmold.de/,,,,,,,
2294,Académie d'Orléans-Tours,France,FR,Tours,47.39484,0.70398,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),EDU,ETER,281,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ac-orleans-tours.fr,https://www.ac-orleans-tours.fr/,,,,,,,
2295,Deutsche Universität für Verwaltungswissenschaften Speyer,Germany,DE,Speyer,49.32083,8.43111,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,uni-speyer.de,https://www.uni-speyer.de/,,,,,,,
2296,Europa-Universität Viadrina,Germany,DE,Frankfurt (Oder),52.34714,14.55062,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,500,country:city-derived,https://acolyteliving.com/post/room-rent-in-germany-for-students-2025-guide,europa-uni.de,https://www.europa-uni.de/,,,,,,,
2297,Académie de Besançon,France,FR,Besançon,47.24878,6.01815,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),EDU,ETER,500,country:city-derived,https://erasmusplay.com/en/strasbourg.html,ac-besancon.fr,https://www.ac-besancon.fr/,,,,,,,
2298,London Interdisciplinary School,United Kingdom,GB,London,51.50853,-0.12574,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,1132,city,https://m.spareroom.co.uk/content/info-flatsharing/average-rent-uk-towns-cities/,lis.ac.uk,https://www.lis.ac.uk/,,,,,,,
2299,Université Clermont Auvergne,France,FR,Clermont-Ferrand,45.77969,3.08682,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,420,city,https://www.locservice.fr/puy-de-dome-63/location-chambre-clermont-ferrand.html,uca.fr,https://www.uca.fr/,1001–1200,32.1,20.8,18.6,49.3,65.4,60.1
2300,ESADE Business & Law School,Spain,ES,Barcelona,41.38879,2.15899,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,650,city,https://housinganywhere.com/rent-index-by-city,esade.edu,https://www.esade.edu/,,,,,,,
2301,IESE Business School,Spain,ES,Barcelona,41.38879,2.15899,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,650,city,https://housinganywhere.com/rent-index-by-city,iese.edu,https://www.iese.edu/,,,,,,,
2302,Louvain School of Management,Belgium,BE,Leuven,50.87959,4.70093,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,524,city,https://www.numbeo.com/cost-of-living/in/Leuven,uclouvain.be,https://uclouvain.be/,,,,,,,
